Tweet,Classe
"O repórter Luiz Casoni conversou ao vivo, do Anel Rodoviário em #BH, com o Tenente da Polícia Militar, César Augusto Brito e trouxe mais informações sobre o engavetamento com ao menos oito veículos que aconteceu no bairro Betânia. Confira: https://t.co/vQDparyUUW",0
"O Tribunal Regional Federal da 1ª Região proíbe a mineradora Samarco e a Fundação Renova de descontarem o valor de indenizações do auxílio pago mensalmente às vítimas do rompimento da barragem de Fundão, em 2015, em Mariana.

🔗Leia mais: https://t.co/I6CFUkT8qe",0
"Um ônibus da linha 6770 bateu em um poste, na manhã desta segunda-feira (16), em Contagem, região Metropolitana de Belo Horizonte. Pelo menos 16 pessoas ficaram feridas. Entre as vítimas está uma grávida.

🔗 Leia mais: 

https://t.co/KLi4gxPoNu",0
"Segundo o Corpo de Bombeiros, vítimas tiveram ferimentos leves; batida aconteceu no bairro #Itapoã, na região da #Pampulha.

Confira: https://t.co/7HAuB3lbzm #R7Minas",0
"ALERTA!

Um grave acidente interdita o trânsito na BR 262, em Nova Serrana, na região Centro Oeste de Minas, nesta manhã. Segundo a Polícia Rodoviária Federal, três veículos de carga se envolveram em uma batida no km 457 e uma pessoa morreu. A pista está interditada no sentido BH",0
"As chamas tiveram início nessa sexta-feira (19), provocadas pela queima ilegal de pasto na região, e se estendem durante o final de semana. 

 📸: Reprodução/Brigada Guardiões da Serra

🔗 Leia mais: https://t.co/t8WifKmARB",0
"Helicóptero da Polícia Militar transporta brigadistas para combater incêndio na Serra do Cipó; região é de difícil acesso

🎥 Divulgação / Brigada de Incêndio ICMBio https://t.co/3ZLU7ijvaC",0
"A partir desta sexta-feira (27), o uso de máscaras voltará a ser obrigatório em escolas públicas e privadas de Nova Lima, na região metropolitana de Belo Horizonte.

🔗 Leia mais: 

https://t.co/i812PZzuTe",0
"Vítimas foram baleadas na região da cabeça. A polícia ainda não sabe se há ligação entre os dois assassinatos.

Confira: https://t.co/v2v3zwTHtP #R7Minas",0
"De acordo com o Corpo de Bombeiros, o incêndio causou danos a rede elétrica da região. Não houve registro de vítimas. Por Raíssa Oliveira
https://t.co/7nIKRqmxzh",0
"Telespectadores denunciam precariedade no bairro San Marino, em Ribeirão das Neves, na região metropolitana da capita. Moradores e comerciantes são obrigados a lidar com esgoto a céu aberto em pelo menos duas ruas do bairro. 
🔗 Confira em: https://t.co/6izG8hekAL via @YouTube",0
"Acidente aconteceu na região da #Pampulha. Polícia Militar encontrou bebidas no carro e procura pelo homem.

Confira: https://t.co/ulTubA1snj #R7Minas",0
"Brigadistas dos Guardiões da Serra continuam trabalhando no controle do incêndio na nascente que abastece o município de Santana do Riacho, em Lapinha da Serra, região Central de Minas, neste domingo (21).
+ https://t.co/EhE35G5MHA",0
"Uma colisão entre dois veículos, na madrugada deste domingo (21), deixa dois mortos e duas vítimas em estado grave. O acidente ocorreu na MGC-356, no bairro Olhos D'Água, Região Oeste de Belo Horizonte.

🔗 Leia mais: https://t.co/Mgu6HK7nPU",0
"Segundo ouvintes da BandNews FM, um ônibus pega fogo na BR-381, na altura de Bela Vista de Minas, na Região Metropolitana de Belo Horizonte, na tarde desta quinta-feira.

O Corpo de Bombeiros já foi acionado e, no momento, desloca viaturas para o local. https://t.co/rPxGPppUOR",0
"Após morte em operação policial, manifestantes fecham trecho da avenida Amazonas em BH

https://t.co/I2MpgOqP3B",0
"QUE SUSTO! Uma onça parda foi encontrada em escola de Nova Lima, Região Metropolitana de Belo Horizonte, na manhã deste sábado. O Corpo de Bombeiros e a Polícia Ambiental foram acionados para sedar o animal e realizarem a captura segura.

🔗 Leia mais: https://t.co/2aowgT120v https://t.co/a3MMFID0ZV",0
"Foi inaugurada nessa segunda (18), no Barro Preto, região Centro-Sul de BH, a Central de Monitoramento e Prevenção à Violência Doméstica e Familiar.
+ https://t.co/r1oN5gxvOf via @YouTube",0
"Circuitos de segurança expõem invasões e roubos em bairros de Contagem
🔗 Leia mais:
https://t.co/CiD8kYKCRS",0
"PF NAS RUAS 👮

A Polícia Federal realiza, nesta manhã, uma operação contra a exploração sexual infantil na internet. Cerca de 80 policiais federais cumpriram um mandado de prisão temporária e 14 mandados de busca e apreensão em várias cidades mineiras. https://t.co/jW1KqZBZel",0
"A Polícia Federal realiza nesta quarta-feira (13), em toda região do Vale do Rio Doce, uma operação de combate ao tráfico ilegal de migrantes. 

🔗 Leia mais: 

https://t.co/Kg15j5e5JK",0
"Autor do ataque ainda não foi identificado. A polícia suspeita que ele seja um morador de rua.

Confira: https://t.co/ptfL036D6E #R7Minas",0
"Suspeitos foram parados pela Polícia Rodoviária Federal na BR-262, em #Betim, na região metropolitana de Belo Horizonte.

Confira: https://t.co/Pw5v1OgWJ1 #R7Minas",0
"Uma pessoa morreu e outras duas ficaram feridas em um acidente entre um carro e uma carreta na BR-365, em Itabirito, na região Central de Minas Gerais. De acordo com o Corpo de Bombeiros, as vítimas tiveram ferimentos leves e foram encaminhadas para a UPA da cidade. https://t.co/LnEGG3OSLq",0
"A Polícia Civil investiga a queda de uma recém-nascida na recepção da maternidade Sofia Feldman, no bairro Tupi, região Norte de Belo Horizonte.

🔗 Leia mais: 

https://t.co/3fhwa3EaAV",0
"Uma colisão entre dois veículos, na madrugada deste domingo (21), deixa dois mortos e duas vítimas em estado grave. O acidente ocorreu na MGC-356, no bairro Olhos D'Água, Região Oeste de Belo Horizonte.

🔗 Leia mais: https://t.co/x9QCBTBhX5",0
"De acordo com a Polícia Militar, o motorista da carreta, de 38 anos, contou que alguns adolescentes estavam andando de bicicleta pelo bairro e se apoiando na carreta. Por Raíssa Oliveira
https://t.co/xsVMnHZjN4",0
"NOVO POSTO PARA EMISSÃO DE PASSAPORTE 🛂

Belo Horizonte ganha, nesta terça, um novo posto para emissão de passaportes. A unidade vai funcionar no Ponteio Lar Shopping, no Belvedere, região centro-sul da capital. Os atendimentos são por agendamento, no site da Polícia Federal. https://t.co/iJc9Yaq3H9",0
"Ônibus do Move e viatura da PM se envolvem em acidente na avenida Antônio Carlos
https://t.co/LBonzOlLrE",0
"Alunos se juntaram em frente ao UniBH, no bairro Buritis, na região oeste de BH. Helicóptero da polícia sobrevoou a região.

Confira: https://t.co/37LSyQqM4Y #R7Minas",0
"CAMINHÃO PEGA FOGO NA BR-381 EM SÃO JOAQUIM DAS BICAS

Um caminhão tanque pegou fogo em cima da ponte do Rio Paraopeba. O incêndio ainda continua em parte da rua, mas foram acionadas 7 equipes dos bombeiros, incluindo um caminhão pipa. Não há vítimas no local.",0
"De acordo com a Polícia Militar, na noite dessa sexta-feira, o homem trafegava pela Rua do Comércio, quando bateu na quina de uma ponte e perdeu o controle do veículo.
+
📸: Redes Sociais
https://t.co/TxMBtUUy6X",0
"Procurada, a BHTRANS afirma que os próprios passageiros impediram a saída dos ônibus e que ainda apura informações sobre o cumprimento do quadro de horários. 
A Polícia Militar está no local e o trânsito é caótico na região.",0
"As chamas tiveram início nessa sexta-feira (19), provocadas pela queima ilegal de pasto na região, e se estendem durante o final de semana. 

 📸: Reprodução/Brigada Guardiões da Serra

🔗 Leia mais: https://t.co/3yAssO5QKi",0
"Ninguém mais é obrigado a usar máscaras faciais de proteção contra a Covid-19 em Betim, na Região Metropolitana de Belo Horizonte. 
https://t.co/QBUpVR5BK4",0
"Acidentes aconteceram nos bairros Universitário e Jardim Vitória. Vítimas foram socorridas e encaminhadas ao Hospital João XXIII.

Confira: https://t.co/e6NIM1UIQP  #R7Minas",0
"Grave acidente mobilizou socorristas na noite desta quinta (8) na Av. Tereza Cristina (Via Expressa), na altura da Arena MRV, no bairro Califórnia, em BH. A batida envolveu um Volkswagen Gol e uma Brasília, e teria deixado feridos. Situação e número das vítimas não foi confirmado https://t.co/CxVBkCrkY6",0
"A Polícia Civil investiga um bilhete colado no banheiro de uma escola em Itatiaiuçu, região central de Minas Gerais, na última semana.

🔗 Leia mais: 

https://t.co/29AVXQkKuk",0
"Segundo a Polícia Militar, a suspeita é de que o motorista da van não tenha respeitado a parada obrigatória no cruzamento da rua Desembargador Ribeiro da Luz com a avenida Visconde Ibituruna. https://t.co/RcTTtcVRdk",0
"Edifícios tradicionais que abrigam quase 5.000 pessoas, na região centro-sul da cidade, foram projetados por Oscar Niemeyer.

Confira: https://t.co/bkBGQf6YpK #R7Minas",0
"A Polícia Civil divulga novas imagens da mulher suspeita de abandonar um recém-nascido no banheiro do Centro de Especialidades Médicas da Santa Casa, no Santa Efigênia, região Centro-Sul de Belo Horizonte.

🔗 Leia mais: https://t.co/wI7Fcj257I",0
"Uma reunião de condomínio de militares no bairro Parque Jardim Maria José, em Vespasiano, na Grande BH, terminou em confusão depois que o presidente do local abriu votação para prestação de contas.
+ https://t.co/NTjr42ZH0r",0
"A Polícia Civil investiga a queda de uma bebê recém-nascida na recepção da maternidade Sofia Feldman, no bairro Tupi, região Norte de Belo Horizonte. Imagens do circuito interno mostram a mãe tendo contrações ainda na recepção. 

🔗 Confira em:

https://t.co/k74pN2CD2r",0
"A Polícia Civil investiga a queda de uma recém-nascida na recepção da maternidade Sofia Feldman, no bairro Tupi, região Norte de Belo Horizonte.

🔗 Leia mais: 

https://t.co/4rmwrOP7JR",0
"A mineradora Vale foi obrigada a fornecer silagem e água a várias comunidades de Brumadinho, entre elas a de São José, em Esmeraldas, região Metropolitana de BH. 

🔗Confira em:

https://t.co/2DzbPOZBY1",0
"OLHA A ONÇA!

Essa onça parda foi encontrada no banheiro de uma escola de ensino fundamental em Nova Lima, Região Metropolitana de Belo Horizonte, na manhã deste sábado. 

O Corpo de Bombeiros e a Polícia Ambiental foram acionados.

🔗 Leia mais: https://t.co/RxnLrUDNrn https://t.co/hggfIoKLTx",0
"🚁CARRETA FECHA ANEL RODOVIÁRIO NO SÃO GABRIEL

Uma carreta que transportava areia tombou na altura do bairro São Gabriel, em BH, interditando as pistas nos dois sentidos. Os motoristas estão passando pelas marginais. A polícia está no local. 
#trânsitobh https://t.co/zoNhJ3I47C",0
"Uma lancha pega fogo e deixa 8 pessoas feridas em Fama, na região sul de Minas Gerais. Os bombeiros foram acionados no início da tarde deste sábado e, quando chegaram, quatro vítimas já haviam procurado atendimento médico. https://t.co/1v7NxhFDLb",0
"Um ônibus da linha 6770 bateu em um poste, na manhã desta segunda-feira (16), em Contagem, região Metropolitana de Belo Horizonte. Pelo menos 16 pessoas ficaram feridas. Entre as vítimas está uma grávida.

🔗 Leia mais: 

https://t.co/PHV91wlMPP",0
"O Tribunal Regional Federal da 1ª Região proíbe a mineradora Samarco e a Fundação Renova de descontarem o valor de indenizações do auxílio pago mensalmente às vítimas do rompimento da barragem de Fundão, em 2015, em Mariana.

🔗Leia mais: https://t.co/piORtcaG7Y",0
"Brigadistas dos Guardiões da Serra continuam trabalhando no controle do incêndio na nascente que abastece o município de Santana do Riacho, em Lapinha da Serra, região Central de Minas, neste domingo (21).
+ https://t.co/TZ3sXLYMB1",0
"Um passageiro é retirado de um voo internacional e tem o passaporte apreendido pela Polícia Federal (PF) no Aeroporto Internacional de Belo Horizonte, em Confins, na Região Metropolitana. 

🔗Leia mais: https://t.co/nzS2Ikwroo",0
"Abastecimento de água: Copasa deve concluir, hoje, as obras emergenciais no Sistema Serra Azul, em Juatuba, na Grande BH, alvo de vandalismo que levou parte da região metropolitana a entrar em racionamento. Pandemia: mais flexibilizações na capital. https://t.co/RpT5tXLYcQ",0
"NA FILA E COM CHUVA

Moradores denunciam a situação de crianças e pais que esperam pela vacinação contra a Covid-19 em frente a Escola Municipal Efigênia Vidigal, no bairro Palmeiras, região Oeste de BH. A escola não abriu os portões para receber e abrigar as pessoas. https://t.co/sAgQwRmpxV",0
"Incêndio em caminhão dentro de ferro velho, próximo à avenida Amazonas, no bairro Jardinópolis, assusta pela altura da fumaça preta neste domingo.
Segundo bombeiros, não há vítimas.
Vídeo: reprodução/Bombeiros https://t.co/3Q0ASdEmeJ",0
"Segundo a polícia, a criança estava sozinha no imóvel com um irmão de 3 anos. A mãe foi encontrada em um bar da região. 

Confira: https://t.co/wPqChLI03H #R7Minas",0
"ACIDENTE COM VÍTIMAS NO BARREIRO

Uma colisão entre um ônibus e uma van, no cruzamento entre a Rua Desembargador Ribeiro da Luz e Avenida Visconde de Ibituruna, na madrugada desta terça, deixou pelo menos 17 pessoas feridas. Segundo o Samu, nenhuma vítima teve ferimento grave. https://t.co/U9HoYtvSPy",0
"Uma fábrica clandestina de sabão em pó é desmontada pela Polícia Militar em Pará de Minas, Região Sudeste de Minas Gerais.

🔗 Leia mais: https://t.co/ZWsbyQ2ApG",0
"Pneus foram queimados para bloqueio de um dos sentidos na avenida Amazonas. BHTrans e Polícia Militar estão no local, e ainda não há registros de ocorrência.

🎥 Reprodução https://t.co/JN3oLEnEOg",0
"A Polícia Militar recebeu na noite dessa terça-feira (02), o chamado de uma criança de 11 anos, de Santa Luzia, região metropolitana de Belo Horizonte, pedindo ajuda para a família que passava fome.

🔗 Leia mais:https://t.co/w82j0DEYeH",0
"Um cachorro morre em meio ao incêndio de casa da Rua Henrique Dias, no bairro Ermelinda, região noroeste de Belo Horizonte, na madrugada deste sábado.

De acordo com os bombeiros, a brigada foi acionada por volta das 3h40. Os trabalhos de combate às chamas só finalizaram às 7h.
+ https://t.co/CVEzBn9Zmh",0
"Seis em cada 10 mulheres vítimas de estupro atendidas no Hospital das Clínicas da UFMG, na região Central de Belo Horizonte, chegam grávidas à unidade.

Leia mais: https://t.co/dhNmE3o9wS",0
"De acordo com a Polícia Militar, na noite dessa sexta-feira, o homem trafegava pela rua do comércio em Santa Luzia quando bateu na quina de uma ponte e perdeu o controle do veículo.
+
📸: Redes Sociais
https://t.co/fuP509moM6",0
"AGORA: 
Caminhão e carreta pegam #fogo após acidente na #BR262, em Minas. Ainda não há informações sobre vítimas. A batida frontal aconteceu na altura do bairro Brasileia, na cidade de #Betim, na Grande BH.

Confira:  https://t.co/6R5MMIzaiz #R7Minas https://t.co/pn5GxFTTWl",0
"Ele cumprirá 64 anos de prisão pelo homicídio de três fiscais do trabalho e um motorista, mortos durante uma emboscada enquanto apuravam uma denúncia de trabalho análogo à escravidão em fazendas da região.
+
https://t.co/kgpv6BdT32",0
"Dois automóveis se envolveram em uma colisão frontal na manhã deste sábado (9) na BR-116, em Caratinga, região Leste de Minas. A pista teve que ser fechada para socorro às vítimas.

https://t.co/Ozr97hP8U6",0
"Polícia suspeita que criminosos queriam atingir o rival que não estava no veículo. Caso aconteceu no bairro #Goiânia.

Confira: https://t.co/8BfMPbPhYy #R7Minas",1
"Motorista do Move é agredido por passageiro na avenida Pedro I, em BH https://t.co/fMd3hoHQ9a https://t.co/D0yNHhEw2i",1
"Os documentos da atriz Vera Fischer, de 70 anos, são localizados em uma lixeira e devolvidos para a artista, após furto na Feira Hippie de Belo Horizonte, na Avenida Afonso Pena, na tarde desse domingo (24).

🔗 Leia mais: https://t.co/9jEne2z0e7",1
"Um médico e policial federal aposentado, de 65 anos, foi morto com cerca de 50 facadas pela companheira na casa onde morava no bairro Olaria, região do Barreiro, em Belo Horizonte.

🔗 Leia mais: https://t.co/6BCIQ9GtKD",1
"A vítima vai atrás do suspeito e sobe na garupa da motocicleta enquanto ele tenta dar partida. A tentativa de furto foi interrompida quando uma vizinha apareceu na rua, assustando o homem, que sai correndo.
 
Procurada, a PM ainda não informou se o suspeito foi localizado.",1
"Uma mulher, de 38 anos, afirma ter sido abusada sexualmente enquanto realizava uma cirurgia no Hospital Mater Dei, no Barro Preto, região Centro-Sul de Belo Horizonte, nessa segunda-feira (8).

🔗 Leia mais: 

https://t.co/nwpa64ri5o",1
"BRIGA DE TORCIDAS
A PM confirma dois baleados no confronto entre  torcedores do Galo e do Cruzeiro no início da tarde deste domingo, no bairro Boa Vista, região Leste de BH. Segundo a PM, um homem de 24 anos tomou um tiro na barriga e outro de 21 foi atingido de raspão no ombro.",1
"Furto de cabo deixou unidade da região centro-sul da cidade sem energia elétrica. Parte dos serviços foi mantida.

Confira: https://t.co/9slCofQeCW #R7Minas",1
"A Polícia Militar instaurou um inquérito para apurar a conduta dos policiais que agrediram um motociclista no domingo (4), no bairro Sion, região Centro-Sul de BH. Vários policiais agrediram com chutes e golpes de capacete um homem, que estava caído na av. Nossa Senhora do Carmo. https://t.co/V8NpIkGmqL",1
"A polícia de Minas segue à procura dos nove suspeitos de um assalto a uma joalheria em um shopping, na região Centro-Sul de Belo Horizonte. Batalhões do interior de Minas atuam nas divisas com Espírito Santo, Rio de Janeiro, São Paulo, Bahia e Goiás.",1
"Um dos maiores traficantes de MG, Roni Peixoto, foi assassinado na manhã de hoje (11) em Santa Luzia, na Grande BH. Conhecido por ser o braço direito de Fernandinho Beira-mar, o corpo dele, de 52 anos, foi encontrado dentro de um carro no bairro Córrego das Calçadas.
+ https://t.co/FOGU6aczRt",1
"🚨 Imagens mostram o momento que um homem abre fogo contra pelo menos 6 pessoas em uma boate de Patos de Minas, na região do Alto Paranaíba. O crime ocorreu na madrugada deste sábado.

Segundo a Polícia Militar, outras 4 pessoas estariam envolvidas no crime. Uma dupla foi presa. https://t.co/8T39jjyRI4",1
"Estelionatários estariam se passando por chefes do tráfico do Cabana Pai Tomás, na região Oeste de BH, para extorquir comerciantes https://t.co/jXA2W9QN3c",1
"Homens foram presos no bairro #Buritis. Eles são suspeitos de envolvimento em uma série de homicídios na região do #Barreiro.

Confira: https://t.co/zl7WoJrdAk #R7Minas",1
"A Polícia Militar recuperou, na manhã deste sábado (14) a imagem do Sagrado Coração de Jesus furtada, no dia anterior, no Santuário Nossa Senhora da Conceição dos Pobres, no bairro Lagoinha, região Noroeste de Belo Horizonte.

🔗 Leia mais: 

https://t.co/HhVESYOhLG",1
"Imagens do circuito interno de segurança mostram o momento em que uma lanchonete é furtada na madrugada desta quarta-feira, no bairro Pontilhão, em Barbacena, região Central do estado.

🔗 Leia mais: https://t.co/cy0YhAIuSQ",1
"Durante as incursões na região, suspeitos armados foram presos dentro de um imóvel. No momento da prisão, um militar que se identifica como sargento Lisboa, grava um vídeo e dispara: ""Xerife de favela é a polícia"". Por Vanda Sampaio
https://t.co/ME2glMrvV9",1
"Coletivo estava com passageiros, no bairro Vista Alegre, quando os criminosos obrigaram todos a deixar o veículo. Ninguém se feriu.

Confira: https://t.co/mTdoJwld1j #R7Minas",1
"FORAGIDO OFERECE R$ 1 MILHÃO A POLICIAIS PARA NÃO SER PRESO

Um procurado da justiça ofereceu R$ 1 milhão a PM's em troca de liberdade, após ser pego por tráfico de drogas nesta quinta-feira (11), no bairro Nazaré, região Nordeste de BH

🔗Leia mais: https://t.co/L92zB5uL7Z",1
"Fogo destrói carro de policial militar no bairro Taquaril, em Belo Horizonte https://t.co/XYMjLiTIfg https://t.co/m6KfDN2RSJ",1
"Homem é assassinado a tiros após ter casa invadida no bairro Boa Vista, em BH | Por Raíssa Oliveira
https://t.co/uYJCPUUzn9",1
"Um dentista de 55 anos morreu após ser baleado por policiais militares, na noite dessa quinta-feira (11), no bairro Santa Cruz, região Nordeste de Belo Horizonte. Ele teria tentado matar a esposa e a enteada após mantê-las como reféns. 

🔗Leia mais: https://t.co/HWl7Ry0ESF",1
"A Perícia da Polícia Civil realiza os primeiros passos da investigação sobre a morte da menina Bárbara, de 10 anos, encontrada em um campo de futebol do bairro Pedra Branca, em Ribeirão das Neves, Grande BH, na manhã desta terça-feira (02).

🔗 Leia mais: https://t.co/JXyLuQUS2D",1
"Uma vítima de 41 anos, que trabalhava como motorista de aplicativo, foi assaltada e teve o braço quebrado por suspeitos no bairro Castanheiras, em Santa Luzia.

Leia mais: https://t.co/aJngR7nh7L",1
"Quatro mandados de busca e apreensão são cumpridos pela Polícia Federal na Grande BH e na região Central de Minas em ação que combate fraudes à Previdência Social.

A Operação teve início nesta quarta após as investigações identificarem o modus operandi de um grupo criminoso.
+ https://t.co/B0Wf7qatQ6",1
"Segundo a Polícia Militar, a perseguição teria começado na Avenida Nossa Senhora do Carmo e terminou quando um Fiat branco em alta velocidade bateu em outros veículos na Contorno. 
+",1
"Homem é baleado após esfaquear policial militar no bairro São Pedro, em BH https://t.co/ijqJFxEpdY https://t.co/kKlsErLoGb",1
"INTERNADA NO JOÃO XXIII

A Polícia Civil investiga o caso de uma mulher, de 39 anos, que chegou em BH com queimaduras pelo corpo, fugindo de Conselheiro Lafaiete, Região Central de MG, após ser mantida em cárcere privado pelo marido desde o início do mês. https://t.co/F5VExqg2Uk",1
"A Polícia Militar apreende uma maleta com joias avaliadas em R$500 mil roubadas na região Centro-Sul de Belo Horizonte. O furto aconteceu na última sexta-feira, dia 25, na rua Professor Morais, na Savassi. 
+
https://t.co/Xn7ffzN3C5 https://t.co/ORDtG7rUMR",1
"Policial é atropelado durante blitz na região Leste de BH 

https://t.co/CrhBYdsWKr",1
"Um motorista de aplicativo tenta atropelar motociclista após briga de trânsito. O caso aconteceu na tarde desta sexta-feira na rua Dias Adorno, no bairro Santo Agostinho, região centro-sul de BH. 
+ https://t.co/qImZ4Vyrjv",1
Morador de rua é socorrido ao João XXIII após ser baleado por suposto traficante https://t.co/WAq77mrSJC https://t.co/Esg0YgL8SW,1
"A Polícia Civil investiga as circunstâncias da morte de Ramon Freitas Moreira, de 42 anos, estudante de veterinária da UFMG que foi encontrado no alojamento da universidade, no bairro Ouro Preto, na Pampulha.
+
📷: Reprodução/UFMG
🔗 Leia mais: https://t.co/o1yk02G7Ey",1
"🚨 🚨🚨🚨
A Polícia Militar desloca unidades para a Rua Sevilha, no bairro Cachoeirinha, na Região Nordeste de BH, onde, segundo informações recebidas pela corporação, pode estar o corpo do principal suspeito do caso de Bárbara Vitória.

🔗 Leia mais: https://t.co/eqpdBgo7wn https://t.co/aSo8UTaqPf",1
"Homem é suspeito de participar do tiroteio entre gangues rivais por venda de drogas no bairro #Taquaril, em #BeloHorizonte.

Confira: https://t.co/WWULTejbki #R7Minas",1
"Crime aconteceu em bairro de Santa Rita do Sapucaí (MG) que foi alvo de série de #roubos.

Confira: https://t.co/nSwTIkABYA #R7Minas",1
"Cerca de duas horas depois, outro homem foi vítima de extorsão no estacionamento de um supermercado no mesmo bairro da capital. O carro usado pelo suspeito é o mesmo, mas não foi confirmada a participação dele na ação.

🎥 Reprodução https://t.co/I53vbauKd5",1
"A Polícia Militar recuperou, na manhã deste sábado (14) a imagem do Sagrado Coração de Jesus furtada, no dia anterior, no Santuário Nossa Senhora da Conceição dos Pobres, no bairro Lagoinha, região Noroeste de Belo Horizonte.

🔗 Leia mais: 

https://t.co/EdoWm2Oooa",1
"Ele tentou subornar a polícia com duas armas de fogo antes de ser preso. De acordo com BHTrans (Empresa de Transportes e Trânsito de Belo Horizonte), o trânsito é lento na Avenida Amazonas neste momento, na altura do bairro Jardinópolis, em ambos os sentidos.",1
"Um morador de rua foi baleado na Praça da Assembleia, na região Centro-Sul de Belo Horizonte. Segundo a Polícia Militar, na madrugada desta quarta-feira (07) a vítima dormia na praça quando um homem chegou solicitando drogas.

🔗 Leia mais: https://t.co/AT4ElAilFf",1
"A indignação dos alunos se deu por conta da forma que funcionários do Setor de Operações e Segurança do campus do Coração Eucarístico, na região Noroeste de Belo Horizonte, paralisaram um suspeito de cometer furtos na Universidade, na manhã de ontem.
+ https://t.co/evREkeooQz https://t.co/odSocvC0WT",1
"Um jovem de 22 anos morreu na madrugada deste domingo (03), após ser baleado na porta de uma distribuidora de bebidas no bairro Europa, na região de Venda Nova.
+
https://t.co/amjYQxVo4Z https://t.co/d9TatiGzkW",1
"🚨🚨🚨

A Polícia Militar desloca unidades para a Rua Sevilha, no bairro Cachoeirinha, na Região Nordeste de BH, onde, segundo informações recebidas pela corporação, pode estar o corpo do principal suspeito do caso de Bárbara Vitória. 

+ https://t.co/gmFRIF67SU",1
"A Polícia Militar tenta localizar o motorista que derrubou dois postes na rua José Rodrigues Pereira, bairro Estoril, região Oeste de Belo Horizonte, na madrugada desta segunda-feira (4). 

🔗 Leia mais: 

https://t.co/QUWIOZDhUU",1
"Homem armado com faca é baleado por PM na região Centro-Sul de BH

https://t.co/u0Tu9azlp1",1
"Morador de rua é baleado nas nádegas na praça da Assembleia em Belo Horizonte  

https://t.co/PdyTZlrgiF",1
"A busca pela Brasília do Lego continua após o veículo ser furtado em frente a uma escola o bairro Cabral, em Contagem, na Grande BH, nessa terça-feira (9).https://t.co/66IE7XQ8dd",1
"Uma tentativa de roubo termina em briga entre uma mulher e um homem armado com uma faca, na rua Jundiaí, no bairro Concórdia, na região Nordeste de Belo Horizonte, na madrugada de sábado (27) para domingo (28).
+ https://t.co/L3PjA7Ml1U",1
"Mulher disse à polícia que estava ""cansada de sofrer agressões do marido"". Briga aconteceu no no bairro Conjunto Zilah Spósito, em #BH. 

Confira: https://t.co/3Z1U3SamHH #R7Minas",1
"A Polícia Civil vai apurar as causas do acidente que matou uma criança de três anos dentro de uma igreja, na zona rural de Itanhomi, região do Vale do Rio Doce. 
+ https://t.co/Kr2XWrSFnh https://t.co/bMcNfCB8JC",1
"Depois de brigar e agredir um homem, uma mulher, de 33 anos, invade um bar com o próprio carro, no bairro Floramar, na Região Norte de Belo Horizonte. O fato aconteceu na noite de sexta-feira.
+ https://t.co/S07x0j737C",1
